,activeaddresses,exchangevolume(usd),fees,marketcap(usd),medianfee,mediantxvalue(usd),paymentcount,price(usd),txcount,txvolume(usd)
2016-04-06,,222502.0,,0.0,,,,2.04,,
2016-04-07,,203863.0,,0.0,,,,3.92,,
2016-04-08,,468420.0,,0.0,,,,5.01,,
2016-04-09,,272260.0,,0.0,,,,4.06,,
2016-04-10,,242123.0,,0.0,,,,2.44,,
2016-04-11,,163666.0,,0.0,,,,1.37,,
2016-04-12,,117448.0,,0.0,,,,3.14,,
2016-04-13,,85572.0,,0.0,,,,1.29,,
2016-04-14,,114725.0,,0.0,,,,1.0,,
2016-04-15,,98647.0,,0.0,,,,1.19,,
2016-04-16,,57511.0,,0.0,,,,1.2,,
2016-04-17,,36480.0,,0.0,,,,1.23,,
2016-04-18,,48480.0,,0.0,,,,1.66,,
2016-04-19,,26391.0,,0.0,,,,1.02,,
2016-04-20,,64546.0,,0.0,,,,1.85,,
2016-04-21,,46650.0,,0.0,,,,1.33,,
2016-04-22,,38998.0,,0.0,,,,1.65,,
2016-04-23,,182681.0,,0.0,,,,1.82,,
2016-04-24,,54516.0,,0.0,,,,1.27,,
2016-04-25,,30326.0,,0.0,,,,1.42,,
2016-04-26,,16705.0,,0.0,,,,0.773862,,
2016-04-27,,14913.0,,0.0,,,,0.729496,,
2016-04-28,,6142.0,,0.0,,,,0.623713,,
2016-04-29,,14024.0,,0.0,,,,0.739369,,
2016-04-30,,66785.0,,0.0,,,,0.765952,,
2016-05-01,,19716.0,,0.0,,,,1.27,,
2016-05-02,,38309.0,,0.0,,,,0.708871,,
2016-05-03,,26812.0,,0.0,,,,1.18,,
2016-05-04,,51102.0,,0.0,,,,0.725092,,
2016-05-05,,34428.0,,0.0,,,,1.52,,
2016-05-06,,15278.0,,0.0,,,,1.42,,
2016-05-07,,13246.0,,0.0,,,,0.814081,,
2016-05-08,,13948.0,,0.0,,,,0.696016,,
2016-05-09,,10017.0,,0.0,,,,0.789914,,
2016-05-10,,10911.0,,0.0,,,,0.761222,,
2016-05-11,,34101.0,,0.0,,,,0.833497,,
2016-05-12,,10514.0,,0.0,,,,1.22,,
2016-05-13,,12820.0,,0.0,,,,0.816821,,
2016-05-14,,10083.0,,0.0,,,,0.788885,,
2016-05-15,,9419.0,,0.0,,,,0.824801,,
2016-05-16,,6305.0,,0.0,,,,0.829427,,
2016-05-17,,12167.0,,0.0,,,,0.784002,,
2016-05-18,,50865.0,,0.0,,,,0.750652,,
2016-05-19,,46746.0,,0.0,,,,1.89,,
2016-05-20,,57689.0,,0.0,,,,1.42,,
2016-05-21,,66490.0,,0.0,,,,3.41,,
2016-05-22,,105457.0,,0.0,,,,4.08,,
2016-05-23,,108656.0,,0.0,,,,2.74,,
2016-05-24,9127.0,439909.0,5466.5,0.0,0.0,3882.62653137,11172.0,2.96,11853.0,366631091.751
2016-05-25,5098.0,7311180.0,4801.5,62130000.0,0.1,131.695071471,8175.0,0.6213,9219.0,23291469.6313
2016-05-26,2790.0,13981800.0,2356.2,26966400.0,0.1,53.1203643907,4242.0,0.269664,4782.0,10029118.7856
2016-05-27,1838.0,13013200.0,1540.2,51949300.0,0.1,87.7000354622,2722.0,0.519493,3106.0,8162579.03026
2016-05-28,1100.0,7676530.0,1413.0,38812800.0,0.1,94.8570089773,1620.0,0.388128,1895.0,2168289.17512
2016-05-29,1041.0,4810200.0,847.3,35364200.0,0.1,35.3642,1263.0,0.353642,1584.0,981837.522787
2016-05-30,1402.0,2470160.0,1385.8,38014900.0,0.1,48.2409081,2148.0,0.380149,2471.0,1576221.99227
2016-05-31,770.0,3073130.0,652.5,35014000.0,0.1,33.304161338,955.0,0.35014,1152.0,1381422.26519
2016-06-01,470.0,2112400.0,453.0,31452000.0,0.1,27.20598,670.0,0.31452,792.0,1337847.06143
2016-06-02,386.0,1258510.0,447.8,33635100.0,0.1,20.1678716369,498.0,0.336351,640.0,572372.080275
2016-06-03,459.0,3187760.0,284.9,33061700.0,0.1,66.1234,869.0,0.330617,935.0,668253.821963
2016-06-04,542.0,3251570.0,317.6,41022000.0,0.1,96.319656,966.0,0.41022,1035.0,1146382.55012
2016-06-05,1139.0,4247850.0,409.0,44641800.0,0.1,78.04725894,1700.0,0.446418,1787.0,2147459.78383
2016-06-06,977.0,2878930.0,377.7,48204200.0,0.1,56.1337909,1197.0,0.482042,1363.0,1334066.10952
2016-06-07,389.0,2277500.0,328.6,45222800.0,0.1,90.4003772,576.0,0.452228,675.0,1127770.53884
2016-06-08,554.0,2980240.0,412.1,41946600.0,0.1,1.258398,601.0,0.419466,849.0,741624.387798
2016-06-09,363.0,1844730.0,846.8,47378100.0,0.1,15.6678018844,398.0,0.473781,577.0,988566.086216
2016-06-10,346.0,1426460.0,250.0,46116000.0,0.1,20.8021384515,420.0,0.46116,500.0,485538.197894
2016-06-11,298.0,1298720.0,230.1,45748600.0,0.1,70.9949046179,451.0,0.457486,492.0,617634.921979
2016-06-12,798.0,4868900.0,205.1,45331700.0,0.1,67.92955245,1141.0,0.453317,1184.0,1665998.06208
2016-06-13,549.0,3322740.0,179.8,42390700.0,0.1,49.36397015,728.0,0.423907,775.0,1236876.47327
2016-06-14,344.0,2677630.0,172.6,46595900.0,0.1,58.2299450679,466.0,0.465959,508.0,445825.234276
2016-06-15,205.0,1291530.0,77.8,47022800.0,0.1,84.3423940921,318.0,0.470228,340.0,367467.573972
2016-06-16,354.0,2348370.0,112.0,46338900.0,0.1,34.6151583,630.0,0.463389,647.0,1233656.67607
2016-06-17,302.0,4509350.0,161.0,45580900.0,0.1,113.88387865,530.0,0.455809,546.0,810590.732495
2016-06-18,305.0,2777730.0,113.1,43518500.0,0.1,90.7155199962,471.0,0.435185,481.0,452381.113645
2016-06-19,988.0,1392140.0,326.7,34812400.0,0.1,42.6866139884,1197.0,0.348124,1228.0,595962.807962
2016-06-20,386.0,1692310.0,209.0,36343200.0,0.1,57.557270988,530.0,0.363432,554.0,352532.076894
2016-06-21,407.0,1779370.0,177.8,32308100.0,0.1,80.8994824,618.0,0.323081,642.0,611279.275309
2016-06-22,401.0,3608690.0,179.9,32858800.0,0.1,91.6431931967,699.0,0.328588,713.0,580148.982399
2016-06-23,366.0,1644910.0,201.4,34807100.0,0.1,69.4922663778,634.0,0.348071,652.0,559791.469697
2016-06-24,338.0,2135610.0,110.4,36148300.0,0.1,77.4384390221,534.0,0.361483,543.0,546564.829268
2016-06-25,377.0,1435150.0,99.1,37901400.0,0.1,71.2473505801,621.0,0.379014,630.0,539101.081183
2016-06-26,335.0,750518.0,262.1,35712500.0,0.1,10.6780375,611.0,0.357125,628.0,296600.665494
2016-06-27,277.0,973053.0,113.6,32318400.0,0.1,52.0207051001,446.0,0.323184,455.0,395177.777867
2016-06-28,355.0,1291760.0,98.4,30889400.0,0.1,30.8585106,614.0,0.308894,619.0,693177.770954
2016-06-29,222.0,822309.0,159.1,28818900.0,0.1,28.7900811,351.0,0.288189,367.0,196048.438866
2016-06-30,223.0,1019150.0,97.2,30306500.0,0.1,9.09195,362.0,0.303065,371.0,137248.657457
2016-07-01,209.0,564870.0,114.7,30741700.0,0.1,12.2659383,367.0,0.307417,381.0,169081.671807
2016-07-02,157.0,570125.0,24.9,32661000.0,0.1,32.5793475,209.0,0.32661,213.0,216071.457962
2016-07-03,187.0,407208.0,68.1,31110000.0,0.1,11.8333279287,261.0,0.3111,275.0,148470.897947
2016-07-04,167.0,419023.0,151.2,30273100.0,0.1,27.2155169,282.0,0.302731,305.0,163006.243004
2016-07-05,232.0,1223650.0,139.5,30543000.0,0.1,61.086,495.0,0.30543,517.0,256140.751586
2016-07-06,166.0,714117.0,74.6,28943300.0,0.1,14.5385234975,386.0,0.289433,394.0,121964.849729
2016-07-07,162.0,578750.0,27.5,28682100.0,0.1,27.23365395,265.0,0.286821,266.0,144450.368239
2016-07-08,222.0,658829.0,43.1,27422300.0,0.1,27.4223,371.0,0.274223,373.0,124851.980032
2016-07-09,141.0,380355.0,30.0,28159600.0,0.1,56.6112761865,190.0,0.281596,193.0,95346.2093395
2016-07-10,128.0,535278.0,99.8,28036100.0,0.1,12.0353131633,308.0,0.280361,325.0,34780.9009146
2016-07-11,301.0,2383010.0,149.2,29631000.0,0.1,54.0825012,622.0,0.29631,629.0,371495.206446
2016-07-12,226.0,993582.0,98.3,33436800.0,0.1,42.6848170176,393.0,0.334368,400.0,172564.40403
2016-07-13,168.0,522491.0,60.0,31622800.0,0.1,33.20394,230.0,0.316228,239.0,135830.001128
2016-07-14,144.0,679860.0,57.9,31567800.0,0.1,45.7732390956,199.0,0.315678,205.0,94180.377509
2016-07-15,179.0,418795.0,51.8,32896200.0,0.1,43.4145713067,258.0,0.328962,260.0,194923.694302
2016-07-16,135.0,452985.0,65.2,32765200.0,0.1,30.0784536,202.0,0.327652,211.0,88524.5973079
2016-07-17,108.0,432248.0,77.8,32246300.0,0.1,33.536152,168.0,0.322463,177.0,59562.5852568
2016-07-18,180.0,523435.0,66.6,31575300.0,0.1,141.033259403,286.0,0.315753,292.0,179837.848329
2016-07-19,212.0,472702.0,67.0,30705200.0,0.1,152.75837,420.0,0.307052,421.0,299055.433197
2016-07-20,139.0,522077.0,39.0,31437800.0,0.1,262.068045791,320.0,0.314378,323.0,375717.520347
2016-07-21,134.0,473950.0,70.4,31173600.0,0.1,163.827121609,224.0,0.311736,240.0,121032.25204
2016-07-22,123.0,999888.0,24.7,31860900.0,0.1,62.0304460807,167.0,0.318609,171.0,44660.6256348
2016-07-23,120.0,413449.0,83.5,30836300.0,0.1,24.977403,175.0,0.308363,181.0,119028.778237
2016-07-24,148.0,1022570.0,34.8,31254100.0,0.1,62.33630245,188.0,0.312541,192.0,252644.554265
2016-07-25,131.0,347584.0,17.0,28764200.0,0.1,247.088445647,170.0,0.287642,170.0,167081.546948
2016-07-26,213.0,1755040.0,29.8,29465500.0,0.1,72.4556645,248.0,0.294655,249.0,214227.279696
2016-07-27,130.0,891245.0,23.0,28247900.0,0.1,56.45342815,150.0,0.282479,154.0,51608.9619277
2016-07-28,221.0,922646.0,121.7,28056900.0,0.1,93.871707776,327.0,0.280569,340.0,171219.944275
2016-07-29,106.0,639088.0,82.0,27983800.0,0.1,30.9096406122,170.0,0.279838,179.0,81302.4927722
2016-07-30,110.0,372036.0,16.8,28318800.0,0.1,255.860358,168.0,0.283188,168.0,150475.537502
2016-07-31,92.0,610372.0,16.0,28067800.0,0.1,140.3109322,150.0,0.280678,151.0,86180.0391796
2016-08-01,167.0,948289.0,65.6,26907500.0,0.1,53.761185,226.0,0.269075,233.0,525383.929161
2016-08-02,276.0,1625750.0,65.3,24165500.0,0.1,93.7492926536,553.0,0.241655,555.0,654732.545631
2016-08-03,231.0,1685460.0,79.4,19116600.0,0.1,49.693601699,374.0,0.191166,380.0,1052653.11655
2016-08-04,160.0,844272.0,59.8,21951900.0,0.1,93.8360132231,228.0,0.219519,233.0,130594.556779
2016-08-05,100.0,453612.0,50.1,23060100.0,0.1,22.3813634292,121.0,0.230601,127.0,140409.946422
2016-08-06,100.0,464599.0,30.5,22664000.0,0.1,7.30846008,125.0,0.22664,135.0,23235.8917302
2016-08-07,262.0,576337.0,97.3,23091200.0,0.1,25.8948807175,433.0,0.230912,447.0,1337538.40467
2016-08-08,171.0,426308.0,65.2,22335900.0,0.1,66.9741961478,252.0,0.223359,256.0,105434.841203
2016-08-09,131.0,573920.0,132.0,22576100.0,0.1,67.6379955977,190.0,0.225761,207.0,126845.130788
2016-08-10,106.0,1901840.0,130.8,22517100.0,0.1,18.2935752032,168.0,0.225171,178.0,44738.8696897
2016-08-11,195.0,820562.0,99.8,26196600.0,0.1,49.9831128,288.0,0.261966,299.0,194767.043824
2016-08-12,136.0,660290.0,57.8,24597500.0,0.1,67.127223878,218.0,0.245975,226.0,90648.7051909
2016-08-13,107.0,405034.0,81.6,25112000.0,0.1,55.1391514268,146.0,0.25112,153.0,73667.2464834
2016-08-14,86.0,320443.0,47.4,25752000.0,0.1,28.7654767233,124.0,0.25752,131.0,90598.0767255
2016-08-15,129.0,491626.0,63.3,23925800.0,0.1,16.2456182,213.0,0.239258,223.0,77176.0382414
2016-08-16,114.0,367910.0,53.6,25515900.0,0.1,25.4903841,146.0,0.255159,153.0,63487.3550228
2016-08-17,196.0,534461.0,42.2,25598600.0,0.1,54.3928257826,312.0,0.255986,315.0,140655.35618
2016-08-18,275.0,2061090.0,241.9,26820300.0,0.1,73.4339814,539.0,0.268203,551.0,209038.728109
2016-08-19,254.0,1353530.0,55.4,30265700.0,0.1,127.044871253,494.0,0.302657,500.0,238709.747695
2016-08-20,150.0,571840.0,52.2,29649200.0,0.1,142.271686201,222.0,0.296492,224.0,130130.902568
2016-08-21,129.0,709913.0,40.2,28396900.0,0.1,61.9504387744,202.0,0.283969,210.0,49441.3929499
2016-08-22,193.0,853216.0,49.6,31468700.0,0.1,120.919672414,306.0,0.314687,313.0,238964.29405
2016-08-23,212.0,1423260.0,82.1,28672300.0,0.1,119.79608231,411.0,0.286723,420.0,534492.345616
2016-08-24,146.0,760046.0,34.0,27085200.0,0.1,95.9002208899,200.0,0.270852,206.0,180687.431695
2016-08-25,149.0,466409.0,58.8,26300300.0,0.1,85.0972694229,208.0,0.263003,214.0,155329.675457
2016-08-26,124.0,499319.0,172.5,25827100.0,0.1,208.246185896,185.0,0.258271,199.0,210765.997247
2016-08-27,76.0,390922.0,56.2,26736200.0,0.1,187.1266638,112.0,0.267362,121.0,103792.661379
2016-08-28,111.0,443494.0,31.2,26273600.0,0.1,476.30883968,172.0,0.262736,178.0,237149.949473
2016-08-29,152.0,513229.0,75.6,25713000.0,0.1,128.5521435,196.0,0.25713,200.0,87007.3300298
2016-08-30,157.0,436321.0,52.8,26719700.0,0.1,107.132673222,208.0,0.267197,212.0,114987.672811
2016-08-31,206.0,429425.0,31.2,25323400.0,0.1,198.7680525,292.0,0.253234,294.0,373294.125445
2016-09-01,121.0,472887.0,22.6,25370400.0,0.1,126.852,176.0,0.253704,177.0,352722.098364
2016-09-02,106.0,387282.0,9.8,24646000.0,0.1,1.207654,98.0,0.24646,98.0,19505.0771255
2016-09-03,128.0,566146.0,30.7,24874200.0,0.1,78.3966935316,167.0,0.248742,173.0,216655.513551
2016-09-04,130.0,509761.0,18.9,24349000.0,0.1,166.096703499,179.0,0.24349,180.0,172093.685301
2016-09-05,138.0,785260.0,76.7,24377900.0,0.1,63.2935282107,187.0,0.243779,193.0,198502.29714
2016-09-06,137.0,466873.0,25.2,25012600.0,0.1,36.1079667479,182.0,0.250126,185.0,706801.556782
2016-09-07,105.0,563511.0,18.7,25288300.0,0.1,27.82977415,137.0,0.252883,138.0,191162.258371
2016-09-08,132.0,393796.0,21.3,25743700.0,0.1,61.6691981509,163.0,0.257437,164.0,121430.195674
2016-09-09,98.0,395434.0,28.3,25343200.0,0.1,105.307357146,163.0,0.253432,167.0,184397.182093
2016-09-10,84.0,412311.0,13.0,25627700.0,0.1,198.106876837,120.0,0.256277,121.0,175170.832469
2016-09-11,95.0,323685.0,78.0,25302400.0,0.1,17.6863776,130.0,0.253024,139.0,44983.9334329
2016-09-12,141.0,784795.0,68.3,24457800.0,0.1,122.2645422,203.0,0.244578,215.0,168628.407008
2016-09-13,125.0,667645.0,39.5,26828900.0,0.1,80.7285328849,185.0,0.268289,190.0,108742.968292
2016-09-14,139.0,380140.0,31.4,26261600.0,0.1,52.5232,204.0,0.262616,207.0,125166.570594
2016-09-15,83.0,319127.0,42.3,27116500.0,0.1,189.7883835,103.0,0.271165,107.0,117449.278811
2016-09-16,94.0,327073.0,42.1,25415400.0,0.1,114.3184692,121.0,0.254154,123.0,72638.8454869
2016-09-17,79.0,204630.0,9.9,25877800.0,0.1,59.4022200385,99.0,0.258778,99.0,39517.1464459
2016-09-18,80.0,328572.0,43.1,25790700.0,0.1,13.5085045495,101.0,0.257907,130.0,60285.9552414
2016-09-19,80.0,248429.0,11.8,25573900.0,0.1,24.2440571974,108.0,0.255739,109.0,40459.4932536
2016-09-20,73.0,222061.0,15.3,25271600.0,0.1,98.5339684,93.0,0.252716,95.0,55982.1440564
2016-09-21,127.0,598551.0,20.0,26025000.0,0.1,95.8387671375,200.0,0.26025,200.0,109885.772179
2016-09-22,81.0,327202.0,16.3,25017000.0,0.1,117.748473792,103.0,0.25017,105.0,317474.488127
2016-09-23,107.0,290931.0,39.6,24611400.0,0.1,35.2242880498,146.0,0.246114,147.0,67623.6863359
2016-09-24,71.0,153084.0,11.6,24380900.0,0.1,29.612552398,76.0,0.243809,80.0,43777.5289304
2016-09-25,72.0,85759.0,36.9,24647000.0,0.1,25.8835203389,89.0,0.24647,93.0,108191.545374
2016-09-26,189.0,359360.0,61.9,24685800.0,0.1,189.29511933,249.0,0.246858,254.0,732912.522015
2016-09-27,103.0,317051.0,17.1,23922200.0,0.1,96.8609878,171.0,0.239222,171.0,261380.768997
2016-09-28,140.0,226676.0,31.3,23642000.0,0.1,108.689758104,223.0,0.23642,228.0,307249.974734
2016-09-29,217.0,272689.0,59.9,23855800.0,0.1,119.2551442,319.0,0.238558,323.0,380609.366024
2016-09-30,57.0,189587.0,31.9,23746500.0,0.1,12.1137190688,69.0,0.237465,70.0,150209.991151
2016-10-01,73.0,237068.0,19.2,23748200.0,0.1,85.4962232018,92.0,0.237482,98.0,43134.2562656
2016-10-02,72.0,259666.0,16.4,23346400.0,0.1,350.799136614,84.0,0.233464,88.0,88778.5579924
2016-10-03,79.0,227447.0,25.8,22553900.0,0.1,72.8693649675,108.0,0.225539,115.0,46404.0389772
2016-10-04,76.0,255553.0,75.8,23930600.0,0.1,52.3624861723,108.0,0.239306,121.0,88379.4121571
2016-10-05,88.0,288399.0,19.6,23384400.0,0.1,93.5142156,166.0,0.233844,169.0,83824.7900877
2016-10-06,99.0,338222.0,46.2,22935700.0,0.1,34.3806143,92.0,0.229357,101.0,48374.8981247
2016-10-07,101.0,276562.0,26.1,22415500.0,0.1,55.9350783125,131.0,0.224155,144.0,106604.044396
2016-10-08,77.0,285140.0,16.4,22357400.0,0.1,145.3231,94.0,0.223574,97.0,57244.3385526
2016-10-09,77.0,176536.0,43.9,21926700.0,0.1,65.7801,99.0,0.219267,105.0,36379.875653
2016-10-10,95.0,311046.0,23.7,21459100.0,0.1,112.428130454,157.0,0.214591,161.0,141563.323324
2016-10-11,66.0,322079.0,12.3,21614100.0,0.1,54.0136359,83.0,0.216141,87.0,107633.799257
2016-10-12,105.0,339619.0,14.1,21100200.0,0.1,49.4405294303,131.0,0.211002,132.0,226295.812721
2016-10-13,67.0,220006.0,15.5,20732800.0,0.1,85.4771994504,85.0,0.207328,88.0,101973.893275
2016-10-14,96.0,470917.0,48.9,20188200.0,0.1,128.122247295,129.0,0.201882,133.0,110751.008766
2016-10-15,105.0,383196.0,42.0,18355700.0,0.1,118.3024865,170.0,0.183557,171.0,95510.3891924
2016-10-16,74.0,151522.0,21.3,17968800.0,0.1,53.9064,93.0,0.179688,97.0,83842.629847
2016-10-17,82.0,233512.0,21.1,18088000.0,0.1,63.66976,111.0,0.18088,117.0,55434.5214466
2016-10-18,94.0,251222.0,20.1,18189900.0,0.1,19.9563240603,151.0,0.181899,152.0,52374.9793614
2016-10-19,72.0,229047.0,11.9,17907700.0,0.1,25.0318148675,109.0,0.179077,110.0,37412.0907218
2016-10-20,81.0,362233.0,11.6,18137300.0,0.1,45.33418135,116.0,0.181373,116.0,98968.2660945
2016-10-21,84.0,264112.0,12.9,19274500.0,0.1,115.985442735,119.0,0.192745,120.0,65889.7032653
2016-10-22,58.0,386420.0,7.8,18946400.0,0.1,33.2099983028,78.0,0.189464,78.0,64537.3984682
2016-10-23,110.0,249105.0,19.4,18058500.0,0.1,180.585,144.0,0.180585,145.0,113882.322116
2016-10-24,48.0,320194.0,17.4,17137100.0,0.1,34.2742,54.0,0.171371,57.0,31413.3317774
2016-10-25,51.0,331849.0,6.0,18116800.0,0.1,13.9557005067,60.0,0.181168,60.0,32165.696972
2016-10-26,66.0,670246.0,9.6,18592200.0,0.1,111.460239,96.0,0.185922,96.0,40857.6406901
2016-10-27,131.0,344699.0,20.0,19270100.0,0.1,88.243255841,200.0,0.192701,200.0,248319.354082
2016-10-28,79.0,279112.0,15.2,18853700.0,0.1,43.0123341776,102.0,0.188537,103.0,45075.2664563
2016-10-29,163.0,493803.0,57.0,17953700.0,0.1,89.61589355,260.0,0.179537,263.0,336206.629666
2016-10-30,111.0,350482.0,49.5,15143500.0,0.1,136.07316419,175.0,0.151435,179.0,95962.8873431
2016-10-31,126.0,211837.0,50.0,16887400.0,0.1,78.771748114,210.0,0.168874,215.0,144243.465829
2016-11-01,120.0,391748.0,18.6,16261400.0,0.1,58.5241537833,186.0,0.162614,186.0,93962.7434041
2016-11-02,138.0,338989.0,27.6,16208000.0,0.1,92.2461626732,226.0,0.16208,227.0,985142.420995
2016-11-03,124.0,279350.0,27.4,17931100.0,0.1,85.05617285,174.0,0.179311,176.0,117626.702788
2016-11-04,82.0,195659.0,12.1,18856000.0,0.1,64.5403168,121.0,0.18856,121.0,92015.9726419
2016-11-05,96.0,184949.0,41.1,18738800.0,0.1,155.748645256,151.0,0.187388,153.0,91932.875344
2016-11-06,109.0,247202.0,40.1,19744200.0,0.1,88.8489,141.0,0.197442,147.0,63094.7933675
2016-11-07,833.0,982103.0,176.7,21494000.0,0.1,107.706434,1367.0,0.21494,1375.0,1420776.01825
2016-11-08,697.0,352962.0,140.8,21045700.0,0.1,75.7434743,1098.0,0.210457,1101.0,2244625.85897
2016-11-09,227.0,243218.0,75.3,18743100.0,0.1,37.45808535,363.0,0.187431,374.0,493267.655619
2016-11-10,187.0,78803.0,40.6,18070900.0,0.1,44.4724849,296.0,0.180709,303.0,117830.010656
