,activeaddresses,exchangevolume(usd),fees,marketcap(usd),medianfee,mediantxvalue(usd),price(usd),txcount,txvolume(usd)
2016-06-02,,83734.0,,0.0,,,1.33,,
2016-06-03,,57721.0,,0.0,,,1.29,,
2016-06-04,,4912.0,,0.0,,,1.09,,
2016-06-05,,41700.0,,0.0,,,0.587588,,
2016-06-06,,95573.0,,0.0,,,0.712541,,
2016-06-07,,45932.0,,0.0,,,0.768551,,
2016-06-08,,56105.0,,0.0,,,0.836892,,
2016-06-09,,27163.0,,0.0,,,1.02,,
2016-06-10,,63162.0,,0.0,,,1.41,,
2016-06-11,,34845.0,,0.0,,,1.56,,
2016-06-12,,40759.0,,0.0,,,1.37,,
2016-06-13,,79492.0,,0.0,,,1.22,,
2016-06-14,,51762.0,,0.0,,,1.32,,
2016-06-15,,41509.0,,0.0,,,0.911755,,
2016-06-16,,43879.0,,0.0,,,0.956326,,
2016-06-17,,42058.0,,0.0,,,0.930645,,
2016-06-18,,173575.0,,0.0,,,0.898507,,
2016-06-19,,112349.0,,0.0,,,0.665885,,
2016-06-20,,1771960.0,,60424300.0,,,0.604243,,
2016-06-21,,626728.0,,28920900.0,,,0.289209,,
2016-06-22,,878411.0,,23025200.0,,,0.230252,,
2016-06-23,,530030.0,,19137900.0,,,0.191379,,
2016-06-24,,715427.0,,19998300.0,,,0.199983,,
2016-06-25,,412951.0,,19349800.0,,,0.193498,,
2016-06-26,,328673.0,,20478300.0,,,0.204783,,
2016-06-27,,169379.0,,17000700.0,,,0.170007,,
2016-06-28,,228770.0,,17410000.0,,,0.1741,,
2016-06-29,,234893.0,,14656800.0,,,0.146568,,
2016-06-30,,311148.0,,14323200.0,,,0.143232,,
2016-07-01,,233053.0,,13927400.0,,,0.139274,,
2016-07-02,,261410.0,,14497500.0,,,0.144975,,
2016-07-03,,334447.0,,18074600.0,,,0.180746,,
2016-07-04,,301807.0,,19283400.0,,,0.192834,,
2016-07-05,,225635.0,,22530900.0,,,0.225309,,
2016-07-06,,218669.0,,21995000.0,,,0.21995,,
2016-07-07,,268443.0,,22829200.0,,,0.228292,,
2016-07-08,,203189.0,,23318700.0,,,0.233187,,
2016-07-09,,106202.0,,19369100.0,,,0.193691,,
2016-07-10,,88774.0,,22455700.0,,,0.224557,,
2016-07-11,,88437.0,,21804800.0,,,0.218048,,
2016-07-12,,136972.0,,21689700.0,,,0.216897,,
2016-07-13,,103542.0,,19973600.0,,,0.199736,,
2016-07-14,,154375.0,,19320600.0,,,0.193206,,
2016-07-15,,115159.0,,19662500.0,,,0.196625,,
2016-07-16,,36851.0,,20508200.0,,,0.205082,,
2016-07-17,,60718.0,,19385900.0,,,0.193859,,
2016-07-18,,132592.0,,19713600.0,,,0.197136,,
2016-07-19,,168579.0,,22483500.0,,,0.224835,,
2016-07-20,,70378.0,,20923800.0,,,0.209238,,
2016-07-21,,93206.0,,21109500.0,,,0.211095,,
2016-07-22,,102240.0,,20632400.0,,,0.206324,,
2016-07-23,,48054.0,,19123200.0,,,0.191232,,
2016-07-24,,136512.0,,20141600.0,,,0.201416,,
2016-07-25,,115927.0,,20216000.0,,,0.20216,,
2016-07-26,,199906.0,,20203500.0,,,0.202035,,
2016-07-27,,211513.0,,17330600.0,,,0.173306,,
2016-07-28,,79472.0,,18216800.0,,,0.182168,,
2016-07-29,,52603.0,,17624200.0,,,0.176242,,
2016-07-30,,30568.0,,19174700.0,,,0.191747,,
2016-07-31,,66910.0,,18536600.0,,,0.185366,,
2016-08-01,,79352.0,,17216100.0,,,0.172161,,
2016-08-02,,197250.0,,16490500.0,,,0.164905,,
2016-08-03,,106321.0,,12752700.0,,,0.127527,,
2016-08-04,,78311.0,,14458300.0,,,0.144583,,
2016-08-05,,87961.0,,15663200.0,,,0.156632,,
2016-08-06,,52232.0,,16482000.0,,,0.16482,,
2016-08-07,,51728.0,,17275700.0,,,0.172757,,
2016-08-08,,85297.0,,16083500.0,,,0.160835,,
2016-08-09,,39850.0,,17726000.0,,,0.17726,,
2016-08-10,,115904.0,,17342900.0,,,0.173429,,
2016-08-11,,112529.0,,18904500.0,,,0.189045,,
2016-08-12,,148755.0,,18093200.0,,,0.180932,,
2016-08-13,,109816.0,,18293200.0,,,0.182932,,
2016-08-14,,115312.0,,17761500.0,,,0.177615,,
2016-08-15,,59199.0,,17343100.0,,,0.173431,,
2016-08-16,,66316.0,,17382300.0,,,0.173823,,
2016-08-17,,82779.0,,17459400.0,,,0.174594,,
2016-08-18,,54480.0,,17763600.0,,,0.177636,,
2016-08-19,,33598.0,,17531400.0,,,0.175314,,
2016-08-20,,23310.0,,17840200.0,,,0.178402,,
2016-08-21,,83163.0,,17899800.0,,,0.178998,,
2016-08-22,,67344.0,,17443800.0,,,0.174438,,
2016-08-23,,59064.0,,17845200.0,,,0.178452,,
2016-08-24,,45227.0,,17658000.0,,,0.17658,,
2016-08-25,,26812.0,,17033400.0,,,0.170334,,
2016-08-26,,30915.0,,16798000.0,,,0.16798,,
2016-08-27,,23586.0,,16953100.0,,,0.169531,,
2016-08-28,,35982.0,,16224900.0,,,0.162249,,
2016-08-29,,53334.0,,15185300.0,,,0.151853,,
2016-08-30,,44755.0,,15901700.0,,,0.159017,,
2016-08-31,,59938.0,,15848600.0,,,0.158486,,
2016-09-01,,48630.0,,16398400.0,,,0.163984,,
2016-09-02,,45929.0,,16111100.0,,,0.161111,,
2016-09-03,,54250.0,,17119100.0,,,0.171191,,
2016-09-04,,28552.0,,16534500.0,,,0.165345,,
2016-09-05,,26388.0,,16576600.0,,,0.165766,,
2016-09-06,,68491.0,,17032700.0,,,0.170327,,
2016-09-07,,58305.0,,16646400.0,,,0.166464,,
2016-09-08,,24373.0,,16003000.0,,,0.16003,,
2016-09-09,,33322.0,,16237700.0,,,0.162377,,
2016-09-10,,27087.0,,16681100.0,,,0.166811,,
2016-09-11,,37636.0,,16236200.0,,,0.162362,,
2016-09-12,,39086.0,,16084300.0,,,0.160843,,
2016-09-13,,29377.0,,17135000.0,,,0.17135,,
2016-09-14,,20792.0,,16899800.0,,,0.168998,,
2016-09-15,,43596.0,,17305400.0,,,0.173054,,
2016-09-16,,12703.0,,16559600.0,,,0.165596,,
2016-09-17,,89094.0,,16514200.0,,,0.165142,,
2016-09-18,,55809.0,,17917600.0,,,0.179176,,
2016-09-19,,42683.0,,18466200.0,,,0.184662,,
2016-09-20,,171638.0,,19137000.0,,,0.19137,,
2016-09-21,,127409.0,,21545200.0,,,0.215452,,
2016-09-22,,53944.0,,19953200.0,,,0.199532,,
2016-09-23,,38658.0,,19600000.0,,,0.196,,
2016-09-24,,68776.0,,18661800.0,,,0.186618,,
2016-09-25,,62099.0,,18147200.0,,,0.181472,,
2016-09-26,,36526.0,,17491900.0,,,0.174919,,
2016-09-27,,41339.0,,17345500.0,,,0.173455,,
2016-09-28,,25885.0,,17363800.0,,,0.173638,,
2016-09-29,,42652.0,,17311200.0,,,0.173112,,
2016-09-30,,143538.0,,17318400.0,,,0.173184,,
2016-10-01,,68996.0,,19672700.0,,,0.196727,,
2016-10-02,,27277.0,,18593000.0,,,0.18593,,
2016-10-03,,65785.0,,18745700.0,,,0.187457,,
2016-10-04,,110394.0,,19255300.0,,,0.192553,,
2016-10-05,,236077.0,,21102800.0,,,0.211028,,
2016-10-06,,115933.0,,21305400.0,,,0.213054,,
2016-10-07,,136663.0,,21098700.0,,,0.210987,,
2016-10-08,,50465.0,,20381700.0,,,0.203817,,
2016-10-09,,58742.0,,21253000.0,,,0.21253,,
2016-10-10,,27118.0,,21230700.0,,,0.212307,,
2016-10-11,,85220.0,,20994000.0,,,0.20994,,
2016-10-12,,30333.0,,20956700.0,,,0.209567,,
2016-10-13,,41826.0,,21285100.0,,,0.212851,,
2016-10-14,,76178.0,,20580800.0,,,0.205808,,
2016-10-15,,136396.0,,20968900.0,,,0.209689,,
2016-10-16,,236807.0,,22346300.0,,,0.223463,,
2016-10-17,,177063.0,,23530000.0,,,0.2353,,
2016-10-18,,146243.0,,24429800.0,,,0.244298,,
2016-10-19,,326732.0,,24558800.0,,,0.245588,,
2016-10-20,,75405.0,,24914900.0,,,0.249149,,
2016-10-21,,39153.0,,24055000.0,,,0.24055,,
2016-10-22,,211276.0,,24377300.0,,,0.243773,,
2016-10-23,,324055.0,,27536800.0,,,0.275368,,
2016-10-24,,517981.0,,31369400.0,,,0.313694,,
2016-10-25,,307680.0,,33827200.0,,,0.338272,,
2016-10-26,,515087.0,,35485000.0,,,0.35485,,
2016-10-27,,409265.0,,33353800.0,,,0.333538,,
2016-10-28,,206322.0,,32937700.0,,,0.329377,,
2016-10-29,,255905.0,,33797600.0,,,0.337976,,
2016-10-30,,249473.0,,34671600.0,,,0.346716,,
2016-10-31,,234987.0,,35108500.0,,,0.351085,,
2016-11-01,,129183.0,,32799400.0,,,0.327994,,
2016-11-02,,58897.0,,34587000.0,,,0.34587,,
2016-11-03,,212870.0,,35293200.0,,,0.352932,,
2016-11-04,,90495.0,,34633900.0,,,0.346339,,
2016-11-05,,65271.0,,34051900.0,,,0.340519,,
2016-11-06,,112262.0,,34985500.0,,,0.349855,,
2016-11-07,,102888.0,,36833200.0,,,0.368332,,
2016-11-08,,78647.0,,35172200.0,,,0.351722,,
2016-11-09,,208008.0,,34911100.0,,,0.349111,,
2016-11-10,,136051.0,,36902800.0,,,0.369028,,
2016-11-11,,87279.0,,37561200.0,,,0.375612,,
2016-11-12,,167249.0,,37622500.0,,,0.376225,,
2016-11-13,,125585.0,,40094600.0,,,0.400946,,
2016-11-14,,168500.0,,39031800.0,,,0.390318,,
2016-11-15,,236251.0,,38037600.0,,,0.380376,,
2016-11-16,,200041.0,,35775500.0,,,0.357755,,
2016-11-17,,164967.0,,33227400.0,,,0.332274,,
2016-11-18,,308090.0,,32468200.0,,,0.324682,,
2016-11-19,,164366.0,,29740400.0,,,0.297404,,
2016-11-20,,100018.0,,30757800.0,,,0.307578,,
2016-11-21,18.0,77955.0,0.027,27727600.0,0.001,351.091403635,0.277276,18.0,22151.4955127
2016-11-22,3.0,75607.0,0.007,28872600.0,0.001,0.000288726,0.288726,7.0,0.005485794
2016-11-23,,38300.0,,27887100.0,,,0.278871,,
2016-11-24,,140550.0,,27289200.0,,,0.272892,,
2016-11-25,,52721.0,,26130800.0,,,0.261308,,
2016-11-26,,102524.0,,23308700.0,,,0.233087,,
2016-11-27,,72829.0,,21718300.0,,,0.217183,,
2016-11-28,,94741.0,,25746800.0,,,0.257468,,
2016-11-29,,129518.0,,30946600.0,,,0.309466,,
2016-11-30,,69225.0,,25969400.0,,,0.259694,,
2016-12-01,,38650.0,,25279600.0,,,0.252796,,
2016-12-02,,53633.0,,24614400.0,,,0.246144,,
2016-12-03,,43557.0,,24622300.0,,,0.246223,,
2016-12-04,,51360.0,,24745300.0,,,0.247453,,
2016-12-05,,33659.0,,23570700.0,,,0.235707,,
2016-12-06,,38582.0,,23125200.0,,,0.231252,,
2016-12-07,,26844.0,,23252200.0,,,0.232522,,
2016-12-08,,23638.0,,24435200.0,,,0.244352,,
2016-12-09,,18126.0,,23641400.0,,,0.236414,,
2016-12-10,,9008.0,,23501000.0,,,0.23501,,
2016-12-11,2.0,20208.0,0.001,23295500.0,0.001,0.232955,0.232955,1.0,0.232955
2016-12-12,2.0,40733.0,0.001,22882700.0,0.001,0.008466599,0.228827,1.0,0.008466599
2016-12-13,2.0,18928.0,0.003,22883300.0,0.001,0.0228604167,0.228833,3.0,0.228146501
2016-12-14,,25330.0,,23361600.0,,,0.233616,,
2016-12-15,,15290.0,,22106200.0,,,0.221062,,
2016-12-16,,31752.0,,22117200.0,,,0.221172,,
2016-12-17,,18214.0,,24446600.0,,,0.244466,,
2016-12-18,,21916.0,,23988900.0,,,0.239889,,
2016-12-19,18.0,39801.0,0.026,22858500.0,0.001,0.2053836225,0.228585,26.0,6.330204405
2016-12-20,21.0,70993.0,0.025,21735400.0,0.001,0.000217354,0.217354,25.0,224.312805664
2016-12-21,16.0,136469.0,0.02,21254300.0,0.001,0.000212543,0.212543,20.0,0.355280417493
2016-12-22,4.0,73752.0,0.004,19484800.0,0.001,0.000194848,0.194848,4.0,1.118622368
2016-12-23,5.0,45692.0,0.004,19207800.0,0.001,0.000192078,0.192078,4.0,0.000768312
2016-12-24,6.0,32473.0,0.005,19575400.0,0.001,0.000195754,0.195754,5.0,0.00097877
2016-12-25,6.0,26826.0,0.007,18544400.0,0.001,11.2638557644,0.185444,7.0,549.909737788
2016-12-26,8.0,29712.0,0.009,20629200.0,0.001,4.126458876,0.206292,9.0,81.668321004
2016-12-27,6.0,54308.0,0.006,20346400.0,0.001,0.000203464,0.203464,6.0,0.001220784
2016-12-28,11.0,52386.0,0.011,18775700.0,0.001,0.000187757,0.187757,11.0,112.843271299
2016-12-29,3.0,49410.0,0.003,18436800.0,0.001,0.000184368,0.184368,3.0,1.844048736
2016-12-30,5.0,26185.0,0.005,20909700.0,0.001,0.000209097,0.209097,5.0,0.001045485
2016-12-31,2.0,48047.0,0.001,22922100.0,0.001,0.000229221,0.229221,1.0,0.000229221
2017-01-01,4.0,35423.0,0.003,25086600.0,0.001,0.000250866,0.250866,3.0,0.024584868
2017-01-02,3.0,37158.0,0.002,22142900.0,0.001,2.7941904081,0.221429,2.0,5.5883808162
2017-01-03,2.0,28997.0,0.001,23266900.0,0.001,0.000232669,0.232669,1.0,0.000232669
2017-01-04,2.0,75184.0,0.001,23989100.0,0.001,0.000239891,0.239891,1.0,0.000239891
2017-01-05,4.0,28182.0,0.003,24155800.0,0.001,0.289628042,0.241558,3.0,5.9823529606
2017-01-06,3.0,62838.0,0.003,23364700.0,0.001,0.000233647,0.233647,3.0,0.000700941
2017-01-07,2.0,42203.0,0.001,21261200.0,0.001,0.000212612,0.212612,1.0,0.000212612
2017-01-08,6.0,18438.0,0.011,21758400.0,0.001,0.000217584,0.217584,11.0,0.002393424
2017-01-09,2.0,29743.0,0.002,21377000.0,0.001,0.00021377,0.21377,2.0,0.00042754
2017-01-10,2.0,14961.0,0.002,21833300.0,0.001,0.000218333,0.218333,2.0,0.000436666
2017-01-11,6.0,29956.0,0.005,22488800.0,0.001,0.404348624,0.224888,5.0,8.54313026621
2017-01-12,5.0,13289.0,0.004,20115900.0,0.001,0.000201159,0.201159,4.0,153.761133061
2017-01-13,2.0,14030.0,0.001,20528200.0,0.001,0.000205282,0.205282,1.0,0.000205282
2017-01-14,5.0,33042.0,0.005,21879500.0,0.001,0.000218795,0.218795,5.0,0.0035225995
2017-01-15,2.0,42740.0,0.001,23227700.0,0.001,0.000232277,0.232277,1.0,0.000232277
2017-01-16,2.0,57903.0,0.001,23727800.0,0.001,0.000237278,0.237278,1.0,0.000237278
2017-01-17,7.0,36356.0,0.006,23677500.0,0.001,0.000236775,0.236775,6.0,12.312536775
2017-01-18,2.0,34180.0,0.002,24512700.0,0.001,0.000245127,0.245127,2.0,0.000490254
2017-01-19,3.0,33177.0,0.002,25264400.0,0.001,0.000252644,0.252644,2.0,0.000505288
2017-01-20,,7215.0,,23529800.0,,,0.235298,,
2017-01-21,,23460.0,,23477900.0,,,0.234779,,
2017-01-22,,21406.0,,24158300.0,,,0.241583,,
2017-01-23,,37598.0,,24980800.0,,,0.249808,,
2017-01-24,5.0,22123.0,0.004,24170800.0,0.001,0.538283716,0.241708,4.0,2.2292283348
2017-01-25,3.0,22286.0,0.002,23371400.0,0.001,0.000233714,0.233714,2.0,0.000467428
2017-01-26,2.0,40554.0,0.001,23465600.0,0.001,0.000234656,0.234656,1.0,0.000234656
2017-01-27,7.0,36451.0,0.006,23628600.0,0.001,0.118261143,0.236286,6.0,2.127046572
2017-01-28,15.0,18724.0,0.017,23654300.0,0.001,0.265745837112,0.236543,17.0,338.338707413
2017-01-29,13.0,53622.0,0.013,24477100.0,0.001,24.476855229,0.244771,13.0,1807.77993881
2017-01-30,10.0,35015.0,0.011,23908900.0,0.001,48.056410822,0.239089,11.0,1410.68317578
2017-01-31,22.0,33927.0,0.031,23227000.0,0.001,7.28437510251,0.23227,31.0,3099.96590256
2017-02-01,5.0,24365.0,0.003,22586800.0,0.001,48.6912451054,0.225868,3.0,274.556986425
2017-02-02,30.0,32076.0,0.037,23083700.0,0.001,27.446057626,0.230837,37.0,9382.22949898
2017-02-03,21.0,115689.0,0.295,21193400.0,0.001,2.11934e-09,0.211934,295.0,5327.40720951
2017-02-04,28.0,58343.0,0.496,22947100.0,0.001,2.29471e-09,0.229471,496.0,122488.808927
2017-02-05,33.0,49044.0,0.55,22132600.0,0.001,2.21326e-09,0.221326,550.0,8294.87379637
2017-02-06,84.0,99127.0,0.549,22474400.0,0.001,2.24744e-09,0.224744,549.0,60323.506023
2017-02-07,492.0,41996.0,1.444,26497500.0,0.001,1.9871800125,0.264975,1444.0,18808.5616597
2017-02-08,544.0,25869.0,2.086,25604200.0,0.001,1.279953958,0.256042,2086.0,26029.7605238
2017-02-09,539.0,42759.0,2.705,26496100.0,0.001,1.589766,0.264961,2705.0,65528.6368389
2017-02-10,692.0,29023.0,2.664,24845700.0,0.001,2.733027,0.248457,2664.0,48377.9356934
2017-02-11,616.0,48287.0,2.553,23677200.0,0.001,2.841027228,0.236772,2553.0,58334.1683724
2017-02-12,584.0,32411.0,2.685,24238500.0,0.001,2.423607615,0.242385,2680.0,52770.4053204
2017-02-13,605.0,16161.0,2.518,24996300.0,0.001,5.248973037,0.249963,2517.0,878908.740122
2017-02-14,616.0,155975.0,2.332,24728000.0,0.001,7.04735636,0.24728,2324.0,120552.003785
2017-02-15,610.0,75001.0,2.903,24286700.0,0.001,3.885872,0.242867,2902.0,95522.8878139
2017-02-16,603.0,60036.0,3.57,24486300.0,0.001,3.672700137,0.244863,3569.0,48629.3154248
2017-02-17,587.0,50195.0,3.5765,24964000.0,0.001,3.49496,0.24964,3575.0,72001.1011629
2017-02-18,793.0,50274.0,3.15,25302000.0,0.001,2.02390698,0.25302,3145.0,97616.1840517
2017-02-19,815.0,90623.0,3.235,24500100.0,0.001,0.0245001,0.245001,3235.0,50181.3238214
2017-02-20,1075.0,59416.0,5.037,24111200.0,0.001,0.0241112,0.241112,5032.0,53120.5142166
2017-02-21,1270.0,91137.0,5.564,24612300.0,0.001,0.0246123,0.246123,5560.0,104443.251978
2017-02-22,1005.0,45672.0,4.951,21918500.0,0.001,0.0219185,0.219185,4949.0,42001.0861203
2017-02-23,959.0,57350.0,3.982,22570200.0,0.001,0.225476298,0.225702,3982.0,117830.868448
2017-02-24,828.0,63823.0,3.317,21920500.0,0.001,0.0210264570632,0.219205,3315.0,49206.2232326
2017-02-25,787.0,78333.0,2.888,22064100.0,0.001,0.220641,0.220641,2877.0,54589.447363
2017-02-26,780.0,57827.0,3.007,21494400.0,0.001,1.289664,0.214944,3006.0,275441.776963
2017-02-27,726.0,56478.0,3.458,21550500.0,0.001,1.077525,0.215505,3457.0,32044.7576365
2017-02-28,777.0,180411.0,4.828,22230800.0,0.001,0.666924,0.222308,3727.0,128088.017255
2017-03-01,746.0,76347.0,3.425,19577300.0,0.001,0.978669227,0.195773,3424.0,102440.487112
2017-03-02,924.0,121697.0,5.375,19598000.0,0.001,1.17588,0.19598,4373.0,130691.327223
2017-03-03,818.0,54215.0,3.9365,18889400.0,0.001,0.94447,0.188894,3935.0,390524.672244
2017-03-04,795.0,35096.0,3.199,20255900.0,0.001,0.404915441,0.202559,3199.0,37591.919073
2017-03-05,740.0,104482.0,3.256,19563400.0,0.001,0.586706366,0.195634,3255.0,62619.7818468
2017-03-06,801.0,316545.0,3.541,22740000.0,0.001,0.6819726,0.2274,3541.0,51575.6280085
2017-03-07,742.0,249683.0,5.845,23899700.0,0.001,2.628967,0.238997,5844.0,82140.2349999
2017-03-08,733.0,199352.0,3.918,21401800.0,0.001,1.283893982,0.214018,3917.0,49041.5235224
2017-03-09,779.0,239611.0,4.542,19562900.0,0.001,2.738806,0.195629,4542.0,57889.9582229
2017-03-10,833.0,189922.0,5.832,20577300.0,0.001,3.086389227,0.205773,5830.0,118099.494005
2017-03-11,872.0,169005.0,6.111,19919000.0,0.001,1.59332081,0.19919,6110.0,73566.5014868
2017-03-12,3838.0,1056330.0,13.459,21886800.0,0.001,0.0184741258798,0.218868,13442.0,169170.928732
2017-03-13,820.0,691705.0,4.42,25762900.0,0.001,1.803145371,0.257629,4419.0,117851.664632
2017-03-14,869.0,209764.0,4.27901,27148700.0,0.001,1.900409,0.271487,4279.0,220419.453461
2017-03-15,781.0,399122.0,5.445,25536000.0,0.001,5.1072,0.25536,5433.0,307594.306293
2017-03-16,759.0,236331.0,4.798,30128100.0,0.001,3.916351719,0.301281,4793.0,147419.109663
2017-03-17,752.0,212021.0,3.896,31049200.0,0.001,3.10492,0.310492,3895.0,180914.366901
2017-03-18,1029.0,230859.0,6.22,26775400.0,0.001,2.945026246,0.267754,6219.0,127609.906538
2017-03-19,833.0,184119.0,6.0905,26392300.0,0.001,2.6656223,0.263923,6088.0,206918.818669
2017-03-20,807.0,157842.0,6.4915,28364200.0,0.001,2.552778,0.283642,6491.0,462201.559744
2017-03-21,764.0,169660.0,5.3815,28369300.0,0.001,2.552953307,0.283693,5381.0,161730.560337
2017-03-22,715.0,161794.0,6.008,29040100.0,0.001,4.065323599,0.290401,6006.0,158637.471412
2017-03-23,962.0,144537.0,5.961,27533600.0,0.001,1.652016,0.275336,5948.0,158008.61092
2017-03-24,902.0,263578.0,4.951,27268900.0,0.001,1.908550311,0.272689,4948.0,256743.514524
2017-03-25,1076.0,270956.0,6.759,28087600.0,0.001,1.404099124,0.280876,6756.0,238647.139652
2017-03-26,1019.0,230424.0,5.9345,29638800.0,0.001,1.481643612,0.296388,5933.0,372062.790976
2017-03-27,1147.0,288109.0,4.599,32249800.0,0.001,0.322175502,0.322498,4596.0,300753.186227
2017-03-28,994.0,229631.0,4.019,35840300.0,0.001,3.225627,0.358403,4015.0,320781.902997
2017-03-29,896.0,297157.0,3.771,37404200.0,0.001,7.106798,0.374042,3770.0,383804.441778
2017-03-30,997.0,346511.0,4.95437238,40277900.0,0.001,7.652398221,0.402779,3786.0,1196800.49124
2017-03-31,930.0,274899.0,4.109,38145600.0,0.001,3.051648,0.381456,4099.0,279805.011954
2017-04-01,875.0,312547.0,4.487,37664400.0,0.001,2.636131356,0.376644,4485.0,486824.132497
2017-04-02,879.0,351514.0,5.188,35004500.0,0.001,3.50045,0.350045,5176.0,504117.526817
2017-04-03,1425.0,279890.0,6.318,34373600.0,0.001,2.749888,0.343736,6307.0,337846.928936
2017-04-04,1335.0,204891.0,3.389,38360500.0,0.001,0.383221395,0.383605,3367.0,409763.119291
2017-04-05,1072.0,379711.0,4.716,37088600.0,0.001,3.708489114,0.370886,4664.0,375035.261704
2017-04-06,958.0,260516.0,2.988,41780700.0,0.001,0.417807,0.417807,2986.0,293417.362082
2017-04-07,808.0,305879.0,3.487,39945700.0,0.001,2.396342543,0.399457,3484.0,375369.649442
2017-04-08,805.0,142979.0,4.183,38509800.0,0.001,4.620790902,0.385098,4182.0,386934.77873
